,ESG_DISCLOSURE_SCORE,PE_RATIO,PX_TO_BOOK_RATIO,IS_EPS,RETURN_COM_EQY,TOT_DEBT_TO_TOT_EQY,BOOK_VAL_PER_SH,PROF_MARGIN,RETURN_ON_ASSET,Ticker,Industry,MarketCap,ESG_SCORE,BETA_RAW_OVERRIDABLE,OPER_INC_GROWTH
2015-12-31,32.8639,17.7373,2.7639,6.89,17.0369,75.9341,43.233,7.5251,7.3215,UHS US Equity,Health Care,11335157907.349998,1.42,2.4363,18.4416
2016-12-31,32.8639,14.8992,2.2676,7.22,15.9878,90.2898,46.913,7.1922,7.0476,UHS US Equity,Health Care,11335157907.349998,1.38,-1.79,1.7481
2017-12-31,33.1657,14.8844,2.1406,7.86,15.7925,80.3022,52.9518,7.2268,7.1377,UHS US Equity,Health Care,11335157907.349998,1.65,1.7728,-0.0962
2018-12-31,33.1657,12.2735,1.9757,8.35,15.004,73.4646,58.9959,7.2381,7.0794,UHS US Equity,Health Care,11335157907.349998,1.69,0.145,-8.1954
2019-12-31,33.2763,14.3057,2.2599,9.16,14.9233,77.2074,63.4796,7.1615,7.1062,UHS US Equity,Health Care,11335157907.349998,1.76,0.5766,3.4585
2020-12-31,33.2763,12.4329,1.8515,11.06,15.92,65.4699,74.2647,8.1665,7.508,UHS US Equity,Health Care,11335157907.349998,1.94,2.158,11.7152
2021-12-31,33.1959,10.862,1.6384,11.99,15.9514,73.5603,79.1371,7.8435,7.4639,UHS US Equity,Health Care,11335157907.349998,1.85,-0.1455,0.349
2022-12-31,,14.2511,1.6807,9.23,11.2381,88.2954,83.8266,5.0421,5.0821,UHS US Equity,Health Care,11335157907.349998,,-0.31,-26.3767
2015-01-03,29.4538,,,0.39,3.2318,104.939,11.857,1.623,1.5343,DAR US Equity,Consumer Staples,10293484477.68,,,19.6683
2015-12-31,,18.7045,0.9264,,,,,,,DAR US Equity,Consumer Staples,10293484477.68,,2.3969,
2016-01-02,32.7834,,,0.48,4.1076,99.2601,11.3558,2.3115,1.5839,DAR US Equity,Consumer Staples,10293484477.68,,,-13.2905
2016-12-31,34.242,20.5888,1.0771,0.62,5.3237,84.3331,11.9857,3.0164,2.1568,DAR US Equity,Consumer Staples,10293484477.68,,6.3137,6.606
2017-12-30,40.1066,,,0.78,6.0915,73.6433,13.6343,3.5079,2.6608,DAR US Equity,Consumer Staples,10293484477.68,,,-10.0311
2017-12-31,,78.7183,1.3297,,,,,,,DAR US Equity,Consumer Staples,10293484477.68,,1.7921,
2018-12-29,44.3819,,,0.62,4.493,71.6849,13.8044,2.996,2.0613,DAR US Equity,Consumer Staples,10293484477.68,,,-30.3999
2018-12-31,,22.6045,1.3938,,,,,,,DAR US Equity,Consumer Staples,10293484477.68,,1.3373,
2019-12-28,46.434,,,1.9,12.9204,67.2934,15.6667,9.2928,6.1087,DAR US Equity,Consumer Staples,10293484477.68,,,399.6965
2019-12-31,,15.8158,1.7923,,,,,,,DAR US Equity,Consumer Staples,10293484477.68,,1.1341,
2020-12-31,,28.8446,3.2351,,,,,,,DAR US Equity,Consumer Staples,10293484477.68,,-4.7125,
2021-01-02,47.289,,,1.83,10.877,56.0974,17.8292,8.3098,5.4171,DAR US Equity,Consumer Staples,10293484477.68,,,-9.4332
2021-12-31,,17.7405,3.3957,,,,,,,DAR US Equity,Consumer Staples,10293484477.68,,-8.0202,
2022-01-01,54.1696,,,4.01,21.0895,48.4459,20.405,13.7284,11.0822,DAR US Equity,Consumer Staples,10293484477.68,,,105.2439
2022-12-31,,13.3319,2.6286,4.4948,20.8094,91.7685,23.8109,11.2931,9.6203,DAR US Equity,Consumer Staples,10293484477.68,,0.6431,16.3485
2015-12-31,,,,-8.03,,0.0,-5.0087,,-177.2599,APLS US Equity,Health Care,9900010250.08,,,-312.3599
2016-12-31,,,,-3.22,,0.0,-7.8046,,-82.684,APLS US Equity,Health Care,9900010250.08,,,41.4204
2017-12-31,30.7917,,7.3334,-3.68,,0.0,2.9591,,-48.6781,APLS US Equity,Health Care,9900010250.08,1.7,,-86.0802
2018-12-31,31.8378,,4.1243,-2.34,-82.2819,1.0354,3.1981,,-66.1207,APLS US Equity,Health Care,9900010250.08,1.78,,-151.9839
2019-12-31,31.8378,,57.1954,-4.9,-312.1957,458.7622,0.5354,,-102.8062,APLS US Equity,Health Care,9900010250.08,1.71,4.88,-125.1443
2020-12-31,37.0385,,21.2881,-4.59,-288.8553,184.6586,2.6869,-137.5941,-51.0995,APLS US Equity,Health Care,9900010250.08,1.78,3.5929,25.7935
2021-12-31,38.0847,,23.2099,-8.84,-370.1978,105.8179,2.0371,-1121.2746,-81.0227,APLS US Equity,Health Care,9900010250.08,1.91,-9.7941,-150.918
2022-12-31,,,33.7196,-6.15,-353.9277,66.3517,1.5335,-864.6973,-79.4372,APLS US Equity,Health Care,9900010250.08,,-0.5765,-10.878
2015-12-31,,,,-1.62,,,,-15.0886,,CDAY US Equity,Industrials,10538996707.140001,,,
2016-12-31,,,,-1.4295,,113.5401,12.3429,-13.1923,,CDAY US Equity,Industrials,10538996707.140001,,,
2017-12-31,20.0181,,,0.0506,0.3864,99.1851,13.8743,0.488,0.0506,CDAY US Equity,Industrials,10538996707.140001,0.81,,
2018-12-31,32.3308,363.1136,2.9773,-0.53,-4.807,41.4918,11.5845,-8.1814,-1.0119,CDAY US Equity,Industrials,10538996707.140001,1.33,,1.2635
2019-12-31,38.9096,284.0916,5.2069,0.55,4.5,38.0386,13.0365,9.5498,1.3888,CDAY US Equity,Industrials,10538996707.140001,3.47,,28.877
2020-12-31,40.4486,730.083,7.5454,-0.03,-0.201,33.9481,14.1225,-0.4748,-0.0626,CDAY US Equity,Industrials,10538996707.140001,4.05,3.1561,-89.2116
2021-12-31,40.7806,717.2024,7.1279,-0.5,-3.4861,52.8934,14.6551,-7.3618,-1.0874,CDAY US Equity,Industrials,10538996707.140001,4.28,-5.544,
2022-12-31,43.7884,,4.679,-0.48,-3.3849,59.5383,13.7102,-5.8899,-0.9733,CDAY US Equity,Industrials,10538996707.140001,,0.7903,27.3239
2015-12-31,33.5278,21.7584,247.1775,1.6,,5128.2828,0.2667,7.4416,7.1934,ALLE US Equity,Industrials,10760275686.25,2.0,0.5482,9.8989
2016-12-31,32.6728,19.1713,53.8176,2.39,329.8776,1257.5601,1.1892,10.2368,10.1587,ALLE US Equity,Industrials,10760275686.25,2.0,-2.1218,21.1099
2017-12-31,33.6686,21.1839,18.8326,2.87,106.1565,364.3157,4.2246,11.3487,11.4127,ALLE US Equity,Industrials,10760275686.25,2.41,2.7542,13.4009
2018-12-31,36.1935,17.1241,11.5876,4.58,82.6335,220.9174,6.8789,15.9205,16.2513,ALLE US Equity,Industrials,10760275686.25,3.28,0.9402,6.7614
2019-12-31,33.6686,25.4909,15.2466,4.29,57.0577,198.4613,8.1684,14.0785,13.9094,ALLE US Equity,Industrials,10760275686.25,2.39,1.5962,7.4743
2020-12-31,44.3517,22.7661,12.7988,3.41,39.6143,182.981,9.093,11.5556,10.4131,ALLE US Equity,Industrials,10760275686.25,2.29,4.976,-28.5967
2021-12-31,44.8345,24.4624,15.391,5.37,60.8121,201.2723,8.6051,16.8445,15.7833,ALLE US Equity,Industrials,10760275686.25,3.3,1.9139,31.4002
2022-12-31,,18.2458,9.8188,5.2,53.8538,232.4828,10.7202,13.998,13.0073,ALLE US Equity,Industrials,10760275686.25,,0.7407,10.5998
2015-12-31,22.8448,20.7231,5.3268,0.39,6.2596,68.6373,6.8127,9.4464,2.355,WES US Equity,Energy,10385279407.36,1.01,7.6082,-78.7629
2016-12-31,22.8448,26.992,8.8458,1.53,26.3387,75.8852,4.7876,19.1641,4.5982,WES US Equity,Energy,10385279407.36,0.97,5.5007,654.6249
2017-12-31,22.8448,21.0203,7.6669,1.72,35.7097,88.5379,4.8468,16.7503,4.7816,WES US Equity,Energy,10385279407.36,1.11,-2.9291,12.5565
2018-12-31,33.9101,11.0851,6.378,1.69,36.7041,137.3992,4.3478,18.5617,4.282,WES US Equity,Energy,10385279407.36,2.21,0.5114,-11.2202
2019-12-31,38.8593,12.271,2.7355,1.59,31.9377,238.0742,7.198,25.3895,6.4604,WES US Equity,Energy,10385279407.36,2.77,-0.103,96.9002
2020-12-31,47.118,5.4704,2.0713,1.18,17.3215,272.6399,6.672,19.0079,4.3597,WES US Equity,Energy,10385279407.36,4.52,0.0648,-28.6216
2021-12-31,48.0435,9.7417,3.034,2.18,31.3497,224.5829,7.3402,31.8472,7.9322,WES US Equity,Energy,10385279407.36,4.69,8.5534,52.0368
2022-12-31,,9.4737,3.4702,3.01,40.1216,219.7159,7.7374,37.4295,10.7972,WES US Equity,Energy,10385279407.36,,0.8757,18.8298
2015-12-31,28.0857,21.4721,0.8081,1.77,3.9022,21.7761,43.4965,5.2632,0.8661,CNA US Equity,Financials,10362885403.219997,1.47,-0.0453,-49.3525
2016-12-31,28.0857,13.6473,0.9379,3.18,7.2413,22.6418,44.2483,9.1715,1.5579,CNA US Equity,Financials,10362885403.219997,1.5,2.6567,84.0909
2017-12-31,28.0857,15.7255,1.1751,3.32,7.4258,23.342,45.1466,9.4215,1.6082,CNA US Equity,Financials,10362885403.219997,1.56,0.988,13.5031
2018-12-31,28.0857,14.2537,1.0685,2.99,6.9307,23.8923,41.3215,8.0225,1.4298,CNA US Equity,Financials,10362885403.219997,1.59,1.7386,-25.085
2019-12-31,28.0857,12.4819,0.9957,3.68,8.5353,24.3962,45.0053,9.2876,1.6983,CNA US Equity,Financials,10362885403.219997,1.61,0.5203,22.8675
2020-12-31,28.0857,14.4553,0.8321,2.54,5.5373,21.8462,46.8216,6.3842,1.1072,CNA US Equity,Financials,10362885403.219997,1.67,1.153,-30.3545
2021-12-31,28.9709,10.8622,0.9339,4.42,9.4215,21.6957,47.2023,10.0941,1.8398,CNA US Equity,Financials,10362885403.219997,1.86,2.4635,69.3531
2022-12-31,28.9709,10.9957,1.2978,3.29,8.2648,28.7592,32.5771,7.5259,1.4016,CNA US Equity,Financials,10362885403.219997,1.8,0.3717,-25.2974
2015-12-31,32.3006,43.7608,10.6843,2.62,26.4959,0.0,10.4443,31.78,23.4544,MKTX US Equity,Financials,9446722100.800001,1.78,-3.9999,24.5794
2016-12-31,32.3006,43.988,11.7859,3.42,29.3859,0.0,12.4658,34.311,26.0933,MKTX US Equity,Financials,9446722100.800001,1.81,-2.3342,29.2459
2017-12-31,32.3006,51.8638,14.7445,4.02,30.1367,0.0,13.6831,37.6413,26.7002,MKTX US Equity,Financials,9446722100.800001,1.83,0.5725,5.0688
2018-12-31,32.3006,46.2385,13.0844,4.68,30.7937,0.0,16.1498,39.6845,27.0764,MKTX US Equity,Financials,9446722100.800001,1.76,1.2699,6.497
2019-12-31,33.5278,70.2056,18.6756,5.53,29.7397,12.7246,20.2998,40.0706,24.8295,MKTX US Equity,Financials,9446722100.800001,3.19,2.1264,18.0155
2020-12-31,35.1474,72.6828,22.7046,8.01,34.7073,11.0719,25.1297,43.4431,26.1881,MKTX US Equity,Financials,9446722100.800001,3.58,2.2909,49.3642
2021-12-31,41.2433,60.7489,14.9763,6.88,25.8357,9.5637,27.4614,36.8964,18.0223,MKTX US Equity,Financials,9446722100.800001,4.64,-7.3744,-10.0054
2022-12-31,,41.9383,9.7121,6.68,23.5793,8.665,28.7157,34.8356,15.9468,MKTX US Equity,Financials,9446722100.800001,,0.0922,-3.0717
2015-12-31,45.0458,17.6924,2.3169,1.62,13.3502,42.3531,11.9125,13.045,7.5042,JNPR US Equity,Information Technology,9950059759.64,2.24,-2.0437,
2016-12-31,45.0458,18.0248,2.1703,1.55,12.4296,42.9965,13.0215,11.8775,6.4902,JNPR US Equity,Information Technology,9950059759.64,2.27,-2.0722,-2.4452
2017-12-31,50.9305,16.5235,2.2254,0.81,6.3505,45.6387,12.8068,6.0909,3.1421,JNPR US Equity,Information Technology,9950059759.64,2.35,-0.156,-4.6757
2018-12-31,55.2661,16.353,1.9327,1.62,11.9296,44.3482,13.9238,12.198,5.9061,JNPR US Equity,Information Technology,9950059759.64,2.77,0.2505,-32.5315
2019-12-31,57.7608,22.1721,1.7944,1.01,7.3141,40.8689,13.7261,7.7608,3.791,JNPR US Equity,Information Technology,9950059759.64,3.34,-0.0824,-22.7193
2020-12-31,65.9592,23.1855,1.6235,0.78,5.6324,51.4999,13.8648,5.7996,2.8305,JNPR US Equity,Information Technology,9950059759.64,3.31,0.0107,-20.1493
2021-12-31,65.8988,36.2235,2.6603,0.78,5.704,43.4617,13.4232,5.3364,2.767,JNPR US Equity,Information Technology,9950059759.64,3.32,6.324,9.7423
2022-12-31,,23.9462,2.3061,1.46,10.7143,38.4125,13.8591,8.8848,5.1719,JNPR US Equity,Information Technology,9950059759.64,,1.4922,33.9613
2015-12-31,19.4045,21.4623,23.2622,6.1,138.2117,0.0,5.628,63.009,119.7981,TPL US Equity,Energy,10992506970.899998,0.7,0.5829,46.3631
2016-12-31,19.4045,63.6845,49.3987,4.66,79.8163,0.0,6.0076,62.1577,65.9752,TPL US Equity,Energy,10992506970.899998,0.72,11.2781,-26.8388
2017-12-31,19.4045,36.0815,33.2391,12.38,127.3303,0.0,13.4369,62.8782,106.561,TPL US Equity,Energy,10992506970.899998,0.79,-7.707,163.2631
2018-12-31,25.8827,20.1127,17.1823,26.93,119.9214,0.0,31.5225,69.8608,103.5452,TPL US Equity,Energy,10992506970.899998,1.18,1.1391,79.9513
2019-12-31,27.0898,19.0124,11.8313,41.09,84.2273,0.7933,66.0297,64.9808,72.1716,TPL US Equity,Energy,10992506970.899998,1.11,0.654,53.1905
2020-12-31,41.354,32.0264,11.6218,22.7,35.3044,0.5814,62.5547,58.1876,30.0987,TPL US Equity,Energy,10992506970.899998,1.98,4.0554,-45.6292
2021-12-31,43.7884,32.6786,14.8411,34.83,47.4943,0.3287,84.1493,59.8681,40.4253,TPL US Equity,Energy,10992506970.899998,2.27,7.4032,66.8084
2022-12-31,,40.5787,23.3416,57.8,62.665,0.3609,100.4313,66.8785,54.3849,TPL US Equity,Energy,10992506970.899998,,-0.3437,55.165
2015-12-31,40.7001,6.0972,0.7014,-31.4,-65.1653,87.352,36.285,-116.8024,-25.7317,OVV US Equity,Energy,10811679103.68,3.58,3.313,
2016-12-31,38.135,16.6958,1.8647,-5.35,-15.3583,69.4907,31.48,-32.3509,-6.2378,OVV US Equity,Energy,10811679103.68,3.83,18.9006,70.0811
2017-12-31,40.8108,21.4576,1.928,4.25,12.8676,63.5553,34.5699,20.6698,5.5281,OVV US Equity,Energy,10811679103.68,3.96,-11.8468,
2018-12-31,49.321,8.1022,0.7393,5.55,15.0829,57.4997,39.0919,17.9997,6.9844,OVV US Equity,Energy,10811679103.68,4.52,2.7354,58.6142
2019-12-31,51.866,6.5417,0.6135,0.9,2.6932,82.9708,38.2217,3.479,1.2707,OVV US Equity,Energy,10811679103.68,4.86,1.0759,-64.6989
2020-12-31,57.4389,4.0366,0.9723,-23.47,-88.5741,208.809,14.7691,-100.1643,-33.9137,OVV US Equity,Energy,10811679103.68,4.89,1.5774,
2021-12-31,57.4389,6.0621,1.7136,5.44,31.7809,113.8352,19.6667,16.3548,9.9285,OVV US Equity,Energy,10811679103.68,4.81,16.3105,
2022-12-31,,3.2356,1.6204,14.34,56.9929,58.4341,31.2943,29.18,24.9871,OVV US Equity,Energy,10811679103.68,,1.8173,153.6537
2015-12-31,48.4961,5.5034,1.9027,2.45,54.0913,320.0379,5.7813,15.8635,9.1472,CZR US Equity,Consumer Discretionary,11455317702.949999,3.27,,313.0789
2016-12-31,53.4252,24.8671,2.6753,0.53,8.7159,268.1934,6.3358,2.7777,1.894,CZR US Equity,Consumer Discretionary,11455317702.949999,3.28,-11.4518,22.8943
2017-12-31,54.069,38.6886,2.7047,1.09,11.835,232.6041,12.2562,4.9554,3.0319,CZR US Equity,Consumer Discretionary,11455317702.949999,3.58,4.1967,6.387
2018-12-31,54.3406,23.3607,2.7246,1.23,9.6648,410.1985,13.2899,4.632,2.0139,CZR US Equity,Consumer Discretionary,11455317702.949999,3.62,3.3653,227.0784
2019-12-31,54.3406,43.2275,4.1407,1.04,7.5476,334.5835,14.4034,3.2038,1.4024,CZR US Equity,Consumer Discretionary,11455317702.949999,3.57,1.5798,32.2054
2020-12-31,60.8389,53.411,3.0805,-13.5,-57.2942,535.002,24.1097,-48.4289,-8.3616,CZR US Equity,Consumer Discretionary,11455317702.949999,3.7,3.1837,
2021-12-31,63.3035,,4.3435,-4.83,-21.4617,594.3845,21.5333,-10.6479,-2.7387,CZR US Equity,Consumer Discretionary,11455317702.949999,5.87,0.1318,
2022-12-31,,,2.4052,-4.19,-21.9456,696.8009,17.2962,-8.3079,-2.5126,CZR US Equity,Consumer Discretionary,11455317702.949999,,1.7579,19.1096
2015-10-02,37.4208,,,0.99,13.103,278.1163,7.85,1.6466,2.285,ARMK US Equity,Consumer Discretionary,11015926282.86,,,11.2255
2015-12-31,,28.0074,4.1083,,,,,,,ARMK US Equity,Consumer Discretionary,11015926282.86,1.72,1.2603,
2016-09-30,37.4208,,,1.19,14.2324,242.7693,8.8308,1.9965,2.7702,ARMK US Equity,Consumer Discretionary,11015926282.86,,,18.8515
2016-12-31,,26.9518,4.045,,,,,,,ARMK US Equity,Consumer Discretionary,11015926282.86,1.71,0.7044,
2017-09-29,38.2758,,,1.53,16.1869,213.3977,10.0127,2.5603,3.4641,ARMK US Equity,Consumer Discretionary,11015926282.86,,,8.2731
2017-12-31,,26.0397,4.2686,,,,,,,ARMK US Equity,Consumer Discretionary,11015926282.86,1.79,0.8997,
2018-09-28,38.2758,,,2.31,20.6932,238.3163,12.2781,3.5966,4.5934,ARMK US Equity,Consumer Discretionary,11015926282.86,,,2.2375
2018-12-31,,16.8817,2.3595,,,,,,,ARMK US Equity,Consumer Discretionary,11015926282.86,1.82,2.0217,
2019-09-27,44.9251,,,1.82,14.1284,200.668,13.4005,2.7642,3.2674,ARMK US Equity,Consumer Discretionary,11015926282.86,,,7.8706
2019-12-31,,24.6478,3.2387,,,,,,,ARMK US Equity,Consumer Discretionary,11015926282.86,2.29,2.336,
2020-10-02,45.8405,,,-1.83,-15.242,352.9492,10.8124,-3.5974,-3.1344,ARMK US Equity,Consumer Discretionary,11015926282.86,,,
2020-12-31,,15.368,3.5589,,,,,,,ARMK US Equity,Consumer Discretionary,11015926282.86,2.75,4.8455,
2021-10-01,46.6754,,,-0.36,-3.3279,286.7551,10.6363,-0.7509,-0.6038,ARMK US Equity,Consumer Discretionary,11015926282.86,,,
2021-12-31,,,3.4646,,,,,,,ARMK US Equity,Consumer Discretionary,11015926282.86,3.56,0.6677,
2022-09-30,,,,0.76,6.7617,256.2264,11.7097,1.1912,1.3204,ARMK US Equity,Consumer Discretionary,11015926282.86,,,228.2239
2022-12-31,,47.1543,3.5304,,,,,,,ARMK US Equity,Consumer Discretionary,11015926282.86,,-0.3544,
2015-01-31,30.0875,,,0.89,32.9763,0.0,3.2023,7.0601,18.2283,FIVE US Equity,Consumer Discretionary,11157854613.05,,,43.3202
2015-12-31,,36.3572,10.0241,,,,,,,FIVE US Equity,Consumer Discretionary,11157854613.05,1.18,1.3121,
2016-01-30,30.0875,,,1.06,27.5487,0.0,4.4784,6.9331,16.7636,FIVE US Equity,Consumer Discretionary,11157854613.05,,,20.6775
2016-12-31,,38.0571,8.9227,,,,,,,FIVE US Equity,Consumer Discretionary,11157854613.05,1.38,4.4698,
2017-01-28,32.2201,,,1.31,24.9494,0.0,6.0707,7.1811,16.0746,FIVE US Equity,Consumer Discretionary,11157854613.05,,,22.6176
2017-12-31,,51.0154,10.9246,,,,,,,FIVE US Equity,Consumer Discretionary,11157854613.05,1.45,4.1963,
2018-02-03,32.0089,,,1.86,25.9382,0.0,8.2715,8.0152,17.1288,FIVE US Equity,Consumer Discretionary,11157854613.05,,,38.1083
2018-12-31,,55.3381,12.3701,,,,,,,FIVE US Equity,Consumer Discretionary,11157854613.05,1.43,0.4554,
2019-02-02,32.0089,,,2.68,27.8759,0.0,11.0313,9.5953,18.1611,FIVE US Equity,Consumer Discretionary,11157854613.05,,,18.9293
2019-12-31,,48.0677,11.5907,,,,,,,FIVE US Equity,Consumer Discretionary,11157854613.05,1.46,-0.835,
2020-02-01,32.2402,,,3.14,25.4651,124.7855,13.6376,9.4792,12.0275,FIVE US Equity,Consumer Discretionary,11157854613.05,,,16.0804
2020-12-31,,56.0833,12.8307,,,,,,,FIVE US Equity,Consumer Discretionary,11157854613.05,1.74,-0.9424,
2021-01-30,33.1456,,,2.21,15.0288,125.9039,15.7662,6.2871,5.7734,FIVE US Equity,Consumer Discretionary,11157854613.05,,,-28.7555
2021-12-31,,94.0409,13.1224,,,,,,,FIVE US Equity,Consumer Discretionary,11157854613.05,2.13,-1.7507,
2022-01-29,37.2095,,,4.98,27.8508,115.9521,20.1264,9.7885,10.7333,FIVE US Equity,Consumer Discretionary,11157854613.05,,,145.3958
2022-12-31,,35.7313,8.788,,,,,,,FIVE US Equity,Consumer Discretionary,11157854613.05,,0.7067,
2015-12-31,31.7372,11.54,2.1173,3.63,18.9428,253.6705,19.9967,1.691,4.2791,PAG US Equity,Consumer Discretionary,12315158908.64,,1.4661,13.2094
2016-12-31,31.7372,13.159,2.523,3.99,19.3669,291.9303,20.547,1.7044,4.0709,PAG US Equity,Consumer Discretionary,12315158908.64,,3.5231,1.4828
2017-12-31,31.7372,11.1131,1.7138,7.14,29.5844,244.028,27.9201,2.8676,6.3313,PAG US Equity,Consumer Discretionary,12315158908.64,,-3.0485,6.3489
2018-12-31,33.045,7.5551,1.3066,5.53,18.8238,228.0146,30.8598,2.0671,4.3926,PAG US Equity,Consumer Discretionary,12315158908.64,,0.3134,8.7504
2019-12-31,34.9261,9.797,1.4577,5.28,16.1333,311.5308,34.4504,1.8801,3.5078,PAG US Equity,Consumer Discretionary,12315158908.64,,1.1474,-1.8349
2020-12-31,36.3143,8.9485,1.4457,6.74,17.8349,218.8208,41.0796,2.659,3.9985,PAG US Equity,Consumer Discretionary,12315158908.64,,0.4988,7.9363
2021-12-31,38.5173,7.0143,2.0436,14.89,32.2224,158.7814,52.4659,4.6481,8.8934,PAG US Equity,Consumer Discretionary,12315158908.64,,5.8564,92.5337
2022-12-31,,6.1957,1.9307,18.55,33.5848,168.8464,59.5277,4.9614,10.0075,PAG US Equity,Consumer Discretionary,12315158908.64,,1.5829,9.6874
2015-06-30,30.842,,,0.66,25.6396,246.0037,2.6879,5.2899,3.6871,COTY US Equity,Consumer Staples,10711127958.72,,,1437.3541
2015-12-31,,26.6245,9.5353,,,,,,,COTY US Equity,Consumer Staples,10711127958.72,1.53,0.9424,
2016-06-30,30.842,,,0.45,23.594,930.5631,1.0685,3.6076,2.4038,COTY US Equity,Consumer Staples,10711127958.72,,,-35.6619
2016-12-31,,16.3474,17.1358,,,,,,,COTY US Equity,Consumer Staples,10711127958.72,1.47,-5.1275,
2017-06-30,43.1948,,,-0.66,-8.7277,72.3229,12.4545,-5.5187,-2.8543,COTY US Equity,Consumer Staples,10711127958.72,,,
2017-12-31,,55.8797,1.597,,,,,,,COTY US Equity,Consumer Staples,10711127958.72,2.82,3.7622,
2018-06-30,44.7742,,,-0.23,-1.8586,79.0658,11.7886,-1.7961,-0.7473,COTY US Equity,Consumer Staples,10711127958.72,,,
2018-12-31,,20.1556,0.5565,,,,,,,COTY US Equity,Consumer Staples,10711127958.72,3.25,2.9484,
2019-06-30,45.3777,,,-5.04,-56.3272,151.9008,6.0817,-60.1823,-18.7614,COTY US Equity,Consumer Staples,10711127958.72,,,
2019-12-31,,40.4034,1.8498,,,,,,,COTY US Equity,Consumer Staples,10711127958.72,3.18,3.9445,
2020-06-30,49.6127,,,-1.33,-24.3936,211.3179,4.8625,-21.3383,-5.8463,COTY US Equity,Consumer Staples,10711127958.72,,,66.476
2020-12-31,,,1.4437,,,,,,,COTY US Equity,Consumer Staples,10711127958.72,3.79,8.6451,
2021-06-30,53.5258,,,-0.4,-11.8656,137.9573,1.8238,-4.3478,-1.3235,COTY US Equity,Consumer Staples,10711127958.72,,,96.0696
2021-12-31,,70.6961,5.7573,,,,,,,COTY US Equity,Consumer Staples,10711127958.72,4.38,8.1977,
2022-06-30,57.0466,,,0.08,3.9562,134.4042,2.022,4.8922,2.011,COTY US Equity,Consumer Staples,10711127958.72,,,
2022-12-31,,26.8476,4.2333,,,,,,,COTY US Equity,Consumer Staples,10711127958.72,,1.4686,
2015-12-31,51.2222,78.4993,6.5515,-61.16,-162.2215,207.6159,6.7877,-363.1637,-61.8205,APA US Equity,Energy,11575553403.81,4.23,0.1621,-335.2034
2016-12-31,54.7631,,3.8607,-3.71,-31.9173,111.2645,16.44,-26.3454,-6.7938,APA US Equity,Energy,11575553403.81,4.41,6.9937,95.4703
2017-12-31,55.2359,174.8457,2.1688,3.42,19.1006,96.5078,19.4669,23.0348,5.8685,APA US Equity,Energy,11575553403.81,4.45,-7.7093,
2018-12-31,54.4714,14.9946,1.3795,0.11,0.55,93.5542,19.0287,0.5203,0.1839,APA US Equity,Energy,11575553403.81,4.74,0.1694,17.2034
2019-12-31,54.9442,45.1047,2.9565,-9.43,-68.4256,178.1474,8.6555,-55.0341,-17.9042,APA US Equity,Energy,11575553403.81,4.6,1.0056,
2020-12-31,55.2057,25.6809,1.6833,-12.86,,,-4.2254,-115.3846,-30.9456,APA US Equity,Energy,11575553403.81,4.72,3.331,-78.3462
2021-12-31,55.2057,6.6258,,2.6,,,-4.5975,12.0436,7.3141,APA US Equity,Energy,11575553403.81,4.94,12.6059,
2022-12-31,,6.0673,34.382,11.0663,,427.881,1.3577,33.5188,27.7807,APA US Equity,Energy,11575553403.81,,0.3432,174.0009
2016-12-31,,,,,,,,-1.6857,,EDR US Equity,Communication Services,10729329440.64,,,
2017-12-31,,,,,,174.0223,,-2.028,,EDR US Equity,Communication Services,10729329440.64,,,
2018-12-31,,,,,21.9307,155.2155,,8.7601,3.4113,EDR US Equity,Communication Services,10729329440.64,,,-84.8069
2019-12-31,,,,,-42.8366,294.4354,,-12.116,-5.8428,EDR US Equity,Communication Services,10729329440.64,,,
2020-12-31,,,,,-104.1783,552.5103,,-18.8267,-6.921,EDR US Equity,Communication Services,10729329440.64,,,
2021-12-31,31.2946,,19.3029,-1.14,-38.3382,263.2428,1.8075,-5.8417,-2.8159,EDR US Equity,Communication Services,10729329440.64,,,85.4847
2022-12-31,31.2946,5.7383,8.3942,0.48,8.2569,168.2049,2.6852,2.4512,1.0789,EDR US Equity,Communication Services,10729329440.64,,,
2015-12-31,37.0486,13.849,49.095,2.85,298.8593,1268.5057,1.0327,4.4853,3.9974,CCK US Equity,Materials,10684105785.6,2.24,1.2045,14.4444
2016-12-31,40.3179,13.2016,20.0858,3.58,194.5098,735.1796,2.6173,5.9874,5.0563,CCK US Equity,Materials,10684105785.6,2.31,0.3977,10.1402
2017-12-31,40.4486,13.3333,12.5674,2.39,66.8046,578.8732,4.4759,3.7135,3.1882,CCK US Equity,Materials,10684105785.6,2.41,0.335,0.2938
2018-12-31,39.5835,9.4693,5.997,3.28,57.0871,675.8942,6.9318,3.9369,3.3867,CCK US Equity,Materials,10684105785.6,2.54,1.29,7.0313
2019-12-31,51.8057,18.0989,5.7413,3.81,38.4906,390.7744,12.6348,4.3721,3.3152,CCK US Equity,Materials,10684105785.6,3.79,2.8648,9.1241
2020-12-31,58.1933,28.0666,6.1452,4.34,29.6088,321.851,16.3055,6.1648,3.5967,CCK US Equity,Materials,10684105785.6,5.14,2.8821,-12.3746
2021-12-31,63.4443,19.9394,7.2974,-4.3,-27.2506,277.4249,15.1587,-4.9149,-3.6662,CCK US Equity,Materials,10684105785.6,5.18,-2.6079,30.0573
